guide	tc_id	group	description	sub_steps	latest_verdict	latest_date	source_path	still_open	has_pass	finding_note	first_pass_date
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P12	P — Global Header, Floating Nav & Home Composer	"Composer ""+"" → New Item Photos step, Title pre-filled"	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P13	P — Global Header, Floating Nav & Home Composer	Composer empty submit → empty Title	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P14	P — Global Header, Floating Nav & Home Composer	Composer camera → New Item straight to camera	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P15	P — Global Header, Floating Nav & Home Composer	AI never overwrites composer-pre-filled Title	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P16	P — Global Header, Floating Nav & Home Composer	FAB Sell sheet unchanged (parallel entry point)	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P17	P — Global Header, Floating Nav & Home Composer	Logout still reachable from Profile/Settings	1	PASS	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P18	P — Global Header, Floating Nav & Home Composer	Composer analytics (tap + submit with/without text)	1	PASS	2026-08-23	e2e-test-results/group-p-reverify-appheader-composer-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-P19	P — Global Header, Floating Nav & Home Composer	Accessibility identifiers (Trades tab, header chat)	1	PASS	2026-08-23	e2e-test-results/group-p-reverify-appheader-composer-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-Q01	Q — Trading Education (End User)	Education Help screen — published sections only	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-Q02	Q — Trading Education (End User)	Education Help screen — section by type	1	PASS (partial)	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-Q03	Q — Trading Education (End User)	SP calculator — sell mode (no hardcoded rates)	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-Q04	Q — Trading Education (End User)	SP calculator — buy mode (cash + fee + cap)	1	FAIL	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md	YES		FAIL, unresolved — Guide (fee=2.5=10%, SP-10 input) is stale — flat-fee model replaced it. Actual: max_sp_usable 17 ✓, cash $8.00 (no SP-input field), fee **$20.00** (non-subscriber flat), total $28.00. Doc drift + subscriber-sees-non-subs	
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-Q05	Q — Trading Education (End User)	SP calculator — bonus categories + example SP	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-Q06	Q — Trading Education (End User)	Education analytics — event tracking (no throw)	1	PASS	2026-08-23	e2e-test-results/group-qs-fix-verify-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-Q07	Q — Trading Education (End User)	Education prompts — onboarding + in-app prompt state machine	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-S01	S — Password Recovery	Forgot Password — success + Send Another Email	1	BLOCKED	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md	YES	YES	re-opened (env/fixture) — PASS on record 2026-08-16 — Staging SMTP cannot send reset emails — app's real send errors; success state unreachable. UI source-verified (non-disclosing Check Your Inbox + Send Another Email→cleared form). S04 live-triggered as proof of the env co	2026-08-16
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-S02	S — Password Recovery	Forgot Password — invalid email	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-16
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-S03	S — Password Recovery	Forgot Password — rate-limit error	1	SKIPPED	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md				
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-S04	S — Password Recovery	Forgot Password — SMTP-config (500) error	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-S05	S — Password Recovery	Forgot Password — 400 error	1	SKIPPED	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-16
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-S06	S — Password Recovery	Forgot Password — Back to Login	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-23
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-S07	S — Password Recovery	Reset Password — validation + requirements card	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-16
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-S08	S — Password Recovery	Reset Password — success → Login	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-16
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-S09	S — Password Recovery	Reset Password — link-error (expired) → Request New Reset Email	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-16
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-S10	S — Password Recovery	Reset Password — no active reset session	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-16
AUTH-ONBOARDING-NODES-LISTING-DISCOVERY	AUTH-TC-S11	S — Password Recovery	Deep link `p2pkidsmarketplace://reset-password`	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-16
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-A01	A — Messaging: Conversations & Chat	Conversation list (search, unread badges, empty state)	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-A02	A — Messaging: Conversations & Chat	Open a chat thread + trade context banner	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-A03	A — Messaging: Conversations & Chat	Send a text message + delivery status (sent→delivered→read)	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-A04	A — Messaging: Conversations & Chat	Receive a message in real time	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-A05	A — Messaging: Conversations & Chat	Typing indicator	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-A06	A — Messaging: Conversations & Chat	Send an image message + full-screen viewer	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-A07	A — Messaging: Conversations & Chat	Message length limit (2000 chars)	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-A08	A — Messaging: Conversations & Chat	Quick-reply meeting chips	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-A09	A — Messaging: Conversations & Chat	Safety meeting banner + Learn more	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-A10	A — Messaging: Conversations & Chat	Photo permission denied error	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-B01	B — Badges & Achievements	My Badges grid (earned vs locked)	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-B02	B — Badges & Achievements	Badge detail modal	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-B03	B — Badges & Achievements	Badge showcase on profile	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-B04	B — Badges & Achievements	Badge celebration modal on unlock	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-B05	B — Badges & Achievements	Leaderboard ranking	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-C01	C — Reviews & Ratings	Submit a post-trade review (stars + comment)	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-C02	C — Reviews & Ratings	Rating required validation	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-C03	C — Reviews & Ratings	Anonymous review	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-C04	C — Reviews & Ratings	Skip review	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-C05	C — Reviews & Ratings	Review display on seller profile + aggregate rating	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-C06	C — Reviews & Ratings	Report a review (reviewee only)	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-D01	D — ID Badge Verification (End User)	Start ID verification + upload from library	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-D02	D — ID Badge Verification (End User)	Capture ID with camera	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-D03	D — ID Badge Verification (End User)	Submit creates pending request	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-D04	D — ID Badge Verification (End User)	Duplicate pending request blocked	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-D05	D — ID Badge Verification (End User)	No-image submit validation	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-D06	D — ID Badge Verification (End User)	Pending state screen	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-D07	D — ID Badge Verification (End User)	Approved → Verified badge on profile	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-D08	D — ID Badge Verification (End User)	Rejected → reason shown + resubmit	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-D09	D — ID Badge Verification (End User)	Submission confirmation notifications reach the user	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-D10	D — ID Badge Verification (End User)	Decision notifications honor channel preferences	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-E01	E — ID Badge Verification (Admin)	Review queue (stats, filters, search)	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-E02	E — ID Badge Verification (Admin)	Approve a request	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-E03	E — ID Badge Verification (Admin)	Reject with reason	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-E04	E — ID Badge Verification (Admin)	View completed request details	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-E05	E — ID Badge Verification (Admin)	Edit message templates	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-E06	E — ID Badge Verification (Admin)	New submission creates admin alert notification	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-F01	F — Referrals	View referral code + hero	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-F02	F — Referrals	Copy referral code	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-F03	F — Referrals	Share referral code (native share)	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-F04	F — Referrals	Active rewards display	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-F05	F — Referrals	Referral history (pending vs completed)	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-F06	F — Referrals	Enter referral code at signup	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-F07	F — Referrals	Program paused banner + disabled share	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-F08	F — Referrals	Admin configures referral rewards	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-G01	G — Safety & Compliance (End User)	Listing flagged → Safety Review screen	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-G02	G — Safety & Compliance (End User)	Appeal a flagged/rejected listing	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-G03	G — Safety & Compliance (End User)	"Resubmit a ""needs edits"" listing"	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-G04	G — Safety & Compliance (End User)	Remove a flagged listing	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-G05	G — Safety & Compliance (End User)	Recall safety alert notification	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-G06	G — Safety & Compliance (End User)	Appeal max-attempt limit follows admin config	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-G07	G — Safety & Compliance (End User)	Appeal window follows admin config	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-G08	G — Safety & Compliance (End User)	AI moderation toggle affects automated image review	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-G09	G — Safety & Compliance (End User)	Recall check toggle and threshold affect recall flagging	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-H01	H — Safety & Compliance (Admin)	Flagged items moderation queue	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-H02	H — Safety & Compliance (Admin)	Approve a flagged item	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-H03	H — Safety & Compliance (Admin)	Reject with reason	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-H04	H — Safety & Compliance (Admin)	Request edits	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-H05	H — Safety & Compliance (Admin)	Trade dispute: mark under review	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-H06	H — Safety & Compliance (Admin)	Trade dispute: resolve complete / refund	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-I01	I — Notifications: Permission & Center	Enable push notifications	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-I02	I — Notifications: Permission & Center	Push error states (Expo Go / web)	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-I03	I — Notifications: Permission & Center	Notification center list + icons	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-I04	I — Notifications: Permission & Center	Tap notification → deep link + mark read	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-I05	I — Notifications: Permission & Center	Mark all as read	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-I06	I — Notifications: Permission & Center	Pagination + pull to refresh	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-I07	I — Notifications: Permission & Center	Real-time arrival	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-J01	J — Notification Preferences	Category × channel toggles	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-J02	J — Notification Preferences	Default preferences	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-J03	J — Notification Preferences	Safety alerts always-on note	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-J04	J — Notification Preferences	Quiet hours (subscriber) + validation	1							
MESSAGING-BADGES-IDVERIFICATION-REFERRALS-SAFETY-NOTIFICATIONS	MSG-TC-J05	J — Notification Preferences	ID verification preference controls decision delivery	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-A01	A — Plans & Comparison	Subscription Plans screen — Free vs Kids Club+ cards	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-A02	A — Plans & Comparison	Plan Comparison table — feature-by-feature + POPULAR badge	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-A03	A — Plans & Comparison	Dynamic pricing & fees pulled from admin config	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-A04	A — Plans & Comparison	"Current plan reflected (button disabled / ""Current Plan"")"	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-A05	A — Plans & Comparison	Kids Club+ Overview screen by subscription status	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-B01	B — Start Trial & Payment	Start free trial from Plans → payment screen	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-B02	B — Start Trial & Payment	"Payment screen benefits + pricing + ""Due today $0.00"" (trial)"	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-B03	B — Start Trial & Payment	Complete Stripe payment → Success screen	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-B04	B — Start Trial & Payment	Trial already used — blocked with support/subscribe options	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-B05	B — Start Trial & Payment	Trial disabled globally — Free tier only	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-B06	B — Start Trial & Payment	Continue Kids Club+ (mid-trial) urgency + benefits	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-B07	B — Start Trial & Payment	Referred user warned about bonus loss before choosing Free	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-B08	B — Start Trial & Payment	Admin changes trial-limit config → trial CTA updates	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-B09	B — Start Trial & Payment	Cancel Stripe payment sheet — no error, retry available	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-B10	B — Start Trial & Payment	Card declined — clear error + retry	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-B11	B — Start Trial & Payment	Re-subscribe reuses saved payment method (1-click)	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-B12	B — Start Trial & Payment	Network error during payment — retry succeeds	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-B13	B — Start Trial & Payment	Apple Pay / Google Pay payment	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-C01	C — Manage & Cancel	My Subscription screen — paid member view	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-C02	C — Manage & Cancel	My Subscription quick menu (Billing / Payment / Help)	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-C03	C — Manage & Cancel	Manage Kids Club+ — status, next billing, days remaining	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-C04	C — Manage & Cancel	"Cancel flow — retention screen ""Keep My Benefits"""	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-C05	C — Manage & Cancel	Cancel reason modal + final confirmation	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-C06	C — Manage & Cancel	Cancelled subscription stays active until period end	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-C07	C — Manage & Cancel	Auto-renew toggle / update payment method	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-C08	C — Manage & Cancel	Manage Kids Club+ free/no-subscription state	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-C09	C — Manage & Cancel	Manage Kids Club+ expired state	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-C10	C — Manage & Cancel	My Subscription free-user state	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-C11	C — Manage & Cancel	"My Subscription ""Learn More"" link"	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-C12	C — Manage & Cancel	"My Subscription ""Member Since"" value (latent bug)"	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-D01	D — Renewal, Grace & Expiry	Grace period banner + SP wallet frozen warning	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-D02	D — Renewal, Grace & Expiry	Re-subscribe from grace period	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-D03	D — Renewal, Grace & Expiry	Subscription Expired screen — benefits lost + Renew	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-D04	D — Renewal, Grace & Expiry	"Renew (isRenewal) — payment screen ""Due today"" = full price"	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-D05	D — Renewal, Grace & Expiry	Reactivate from cancelled state	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-D06	D — Renewal, Grace & Expiry	Subscription event notifications (trial reminders, renewal, failure)	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-D07	D — Renewal, Grace & Expiry	Grace reminder notifications follow configured thresholds	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-E01	E — Billing History & Status	Billing History list — records, status badges, amounts	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-E02	E — Billing History & Status	Billing History empty state	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-E03	E — Billing History & Status	Failed charge shows error message	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-E04	E — Billing History & Status	Subscription Status screen — Stripe IDs + period + retries	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-F01	F — Payout Dashboard & Earnings	Payout Dashboard hero (SP balance + AUD equivalent)	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-F02	F — Payout Dashboard & Earnings	Payout method section (add vs existing)	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-F03	F — Payout Dashboard & Earnings	Payout history list (completed / pending)	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-F04	F — Payout Dashboard & Earnings	Seller Earnings screen — totals, pending, payout breakdown	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-F05	F — Payout Dashboard & Earnings	Seller Earnings empty state	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-F06	F — Payout Dashboard & Earnings	Pending earnings release follows admin-configured delay	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-F07	F — Payout Dashboard & Earnings	Seller Earnings error state + Retry	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-F08	F — Payout Dashboard & Earnings	Seller Earnings Load More pagination	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-G01	G — Payout Methods & Verification	Add Stripe Connect payout method (onboarding)	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-G02	G — Payout Methods & Verification	Add PayPal / Venmo payout method	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-G03	G — Payout Methods & Verification	Add Bank ACH payout method	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-G04	G — Payout Methods & Verification	Set primary method / delete method (confirmation)	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-G05	G — Payout Methods & Verification	Unverified method blocks payout	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-G06	G — Payout Methods & Verification	"requires_action payout → ""Set Up Payout Method"""	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-G07	G — Payout Methods & Verification	"Payout Settings — ""Edit Details"" sheet"	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-G08	G — Payout Methods & Verification	"""Cannot Delete Primary/Only Method"" guard"	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-G09	G — Payout Methods & Verification	"""Cannot Set as Primary"" (unverified) guard"	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-G10	G — Payout Methods & Verification	Payout history Load More	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-G11	G — Payout Methods & Verification	NoMethodModal flow	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-H01	H — Request & Withdraw	Request Payout — amount validation vs available	1							
SUBSCRIPTIONS-PAYOUTS-SPWALLET	SUB-TC-H02	H — Request & Withdraw	Fee + net summary by method type	1							
