guide	group	tc_id	description
ADM	F — Global Config & Settings	ADM-TC-F04	Settings single-source — cross-link + last-updated + audit
ADM	F — Global Config & Settings	ADM-TC-F05	N1 configurability — pickup countdown + payout buffer (live)
ADM	F — Global Config & Settings	ADM-TC-F06	R2 — 7-day guardrail (hard block) + pickup reminders (live)
ADM	F — Global Config & Settings	ADM-TC-F07	Trade Pipeline visualization — see & track trades in all stages
ADM	F — Global Config & Settings	ADM-TC-F08	R1 tiered buyer-fee fields (live)
ADM	F — Global Config & Settings	ADM-TC-F09	Buyer Fee-Tier Distribution table (moved → /analytics)
ADM	F — Global Config & Settings	ADM-TC-F10	Legacy fee keys (audit-only, read-only — live)
ADM	F — Global Config & Settings	ADM-TC-F11	Reset button
ADM	G — Policy Management	ADM-TC-G01	Policy tabs (TOS/Privacy/Liability) + versions
ADM	G — Policy Management	ADM-TC-G02	Create new policy version (version regex)
ADM	G — Policy Management	ADM-TC-G03	Edit draft policy
ADM	G — Policy Management	ADM-TC-G04	Publish policy (confirmation)
ADM	H — Trades	ADM-TC-H01	Trade list filters + columns
ADM	H — Trades	ADM-TC-H02	Trade detail (info, monetary breakdown, audit)
ADM	H — Trades	ADM-TC-H03	Trade admin actions
ADM	H — Trades	ADM-TC-H04	Subscription Context section
ADM	H — Trades	ADM-TC-H05	External References (Stripe PI/refund + SP ledger IDs)
ADM	H — Trades	ADM-TC-H06	Sales Tax line in monetary breakdown
ADM	I — Disputes	ADM-TC-I01	Dispute queue + SLA highlighting
ADM	I — Disputes	ADM-TC-I02	Mark dispute under review
ADM	I — Disputes	ADM-TC-I03	Resolve dispute — Complete
ADM	I — Disputes	ADM-TC-I04	Resolve dispute — Refund
ADM	I — Disputes	ADM-TC-I05	Filter-tab click behavior (All/Reported/Under Review)
ADM	J — Tax Admin	ADM-TC-J01	Tax admin entry points (no bare /tax — use sub-pages)
ADM	K — Payouts	ADM-TC-K01	Payout fee configuration + test breakdown
ADM	K — Payouts	ADM-TC-K02	Payouts management list, stats, filters
ADM	K — Payouts	ADM-TC-K03	Retry failed payout (confirmation)
ADM	L — SP Economy / Analytics / Wallet	ADM-TC-L01	SP Economy hub tabs (Health/Flow/Rules)
ADM	L — SP Economy / Analytics / Wallet	ADM-TC-L02	SP Analytics dashboard + CSV export
ADM	L — SP Economy / Analytics / Wallet	ADM-TC-L03	SP Wallet admin — economy metrics + search
ADM	L — SP Economy / Analytics / Wallet	ADM-TC-L04	SP adjustment (credit/deduct) with reason
ADM	L — SP Economy / Analytics / Wallet	ADM-TC-L05	Freeze / unfreeze / suspend wallet
ADM	L — SP Economy / Analytics / Wallet	ADM-TC-L06	SP Economy summary metrics — dashboard + /sp-wallet entry (no home card)
ADM	L — SP Economy / Analytics / Wallet	ADM-TC-L07	SP Wallet state RPC — get_user_sp_wallet_summary returns wallet_state
ADM	L — SP Economy / Analytics / Wallet	ADM-TC-L08	SP Wallet warning banners (mobile) — frozen/suspended/grace
ADM	M — Subscriptions Admin	ADM-TC-M01	Grace period config (days + reminders)
ADM	M — Subscriptions Admin	ADM-TC-M02	Subscriptions list, filters, metrics
ADM	M — Subscriptions Admin	ADM-TC-M03	Extend / cancel / reactivate
ADM	M — Subscriptions Admin	ADM-TC-M04	Reactivate button (confirm + mobile reflection)
ADM	M — Subscriptions Admin	ADM-TC-M05	Metrics cards (MRR/churn/trial)
ADM	M — Subscriptions Admin	ADM-TC-M06	"""free"" status filter"
ADM	N — Referrals Admin	ADM-TC-N01	Referral configuration tab
ADM	N — Referrals Admin	ADM-TC-N02	Referral analytics tab
ADM	N — Referrals Admin	ADM-TC-N03	5 SP fields + 3 toggles
ADM	N — Referrals Admin	ADM-TC-N04	"""Missing configuration"" warning"
ADM	O — ID Badge Verification	ADM-TC-O01	ID badge queue + stats + status filter
ADM	O — ID Badge Verification	ADM-TC-O02	Review request — approve
ADM	O — ID Badge Verification	ADM-TC-O03	Review request — reject with reason
ADM	O — ID Badge Verification	ADM-TC-O04	Request details (screenshot deleted note)
ADM	O — ID Badge Verification	ADM-TC-O05	Message templates edit
ADM	P — Badges & Sandbox	ADM-TC-P01	Badge management list + toggle
ADM	P — Badges & Sandbox	ADM-TC-P02	Create/edit/delete badge
ADM	P — Badges & Sandbox	ADM-TC-P03	Manual award badge
ADM	P — Badges & Sandbox	ADM-TC-P04	Badge sandbox event simulation
ADM	Q — Review Moderation	ADM-TC-Q01	Reported reviews list + reason filter
ADM	Q — Review Moderation	ADM-TC-Q02	Hide review (confirmation — copy corrected)
ADM	Q — Review Moderation	ADM-TC-Q03	Approve review (unhide + delete reports — copy corrected)
ADM	Q — Review Moderation	ADM-TC-Q04	Status filter dropdown
ADM	Q — Review Moderation	ADM-TC-Q05	Sort-by dropdown
ADM	Q — Review Moderation	ADM-TC-Q06	Search input
ADM	R — Education & FAQ CMS	ADM-TC-R01	Education sections/examples/analytics
ADM	R — Education & FAQ CMS	ADM-TC-R02	FAQ management (questions/categories/analytics)
ADM	R — Education & FAQ CMS	ADM-TC-R03	Publish FAQ / education content
ADM	S — Support Messages	ADM-TC-S01	Support inbox + unread filter (incl. Guest tickets)
ADM	S — Support Messages	ADM-TC-S02	Support detail + mark as read
ADM	S — Support Messages	ADM-TC-S03	Support reply (stored + emailed to user)
ADM	T — Analytics	ADM-TC-T01	Revenue & Analytics dashboard
ADM	T — Analytics	ADM-TC-T02	Notification analytics (category/type/variant)
ADM	U — Audit Logs	ADM-TC-U01	Audit logs view
ADM	V — Monitoring & Cron	ADM-TC-V01	Monitoring run + alerts (acknowledge/note)
ADM	V — Monitoring & Cron	ADM-TC-V02	Cron jobs status + run history + timezone
ADM	W — Sidebar Navigation	ADM-TC-W01	Sidebar grouped into 7 labeled sections
ADM	W — Sidebar Navigation	ADM-TC-W02	Expand / collapse a section via label + chevron
ADM	W — Sidebar Navigation	ADM-TC-W03	Section state persists per admin across sessions
ADM	W — Sidebar Navigation	ADM-TC-W04	Active route auto-expands its parent section
ADM	W — Sidebar Navigation	ADM-TC-W05	Active/inactive item styling + label typography
ADM	W — Sidebar Navigation	ADM-TC-W06	Collapsed icon rail shows all destinations
ADM	W — Sidebar Navigation	ADM-TC-W07	All previous nav destinations still reachable
ADM	X — Action Center	ADM-TC-X01	Action Center page loads aggregated cards
ADM	X — Action Center	ADM-TC-X02	Same-type items bundled with count
ADM	X — Action Center	ADM-TC-X03	Severity tags (Urgent/Routine)
ADM	X — Action Center	ADM-TC-X04	Expand card drills into item list
ADM	X — Action Center	ADM-TC-X05	Inline approve flagged item
ADM	X — Action Center	ADM-TC-X06	Inline mark dispute under review
ADM	X — Action Center	ADM-TC-X07	Inline retry failed payout (confirmation)
ADM	X — Action Center	ADM-TC-X08	"Empty state ""All caught up"""
ADM	X — Action Center	ADM-TC-X09	Sidebar pinned nav item + live count badge
ADM	X — Action Center	ADM-TC-X10	Header bell opens Action Center + badge
ADM	X — Action Center	ADM-TC-X11	Config drift card lists out-of-range settings
ADM	X — Action Center	ADM-TC-X12	Dashboard embeds top-5 Action Center cards + View all link
ADM	X — Action Center	ADM-TC-X13	Cancellation Insights card drill
ADM	X — Action Center	ADM-TC-X14	/cancellation-insights full page
ADM	Y — Command Palette & Global Search	ADM-TC-Y01	⌘K / Ctrl+K opens the palette from any page
ADM	Y — Command Palette & Global Search	ADM-TC-Y02	Header search bar opens the palette
ADM	Y — Command Palette & Global Search	ADM-TC-Y03	Parallel search across 4 entity types with grouped labels
ADM	Y — Command Palette & Global Search	ADM-TC-Y04	Breadcrumb context per result row
ADM	Y — Command Palette & Global Search	ADM-TC-Y05	Input debounced ~200ms
ADM	Y — Command Palette & Global Search	ADM-TC-Y06	"Top 5 per group + ""See all N results"" expansion"
ADM	Y — Command Palette & Global Search	ADM-TC-Y07	"Footer ""View all in <domain>"" → prefilled list page"
ADM	Y — Command Palette & Global Search	ADM-TC-Y08	Selecting a result navigates directly
ADM	Y — Command Palette & Global Search	ADM-TC-Y09	Keyboard navigation (↑/↓/↵/Esc) + focus trap
ADM	Y — Command Palette & Global Search	ADM-TC-Y10	Non-admin rejected (permission scoping)
ADM	Y — Command Palette & Global Search	ADM-TC-Y11	Secret settings values never shown
ADM	Y — Command Palette & Global Search	ADM-TC-Y12	Empty + no-results states
ADM	Z — Dashboard Health Strip	ADM-TC-Z01	Health strip renders below title, above Action Center
ADM	Z — Dashboard Health Strip	ADM-TC-Z02	Six indicators with colored dots + labels + values
ADM	Z — Dashboard Health Strip	ADM-TC-Z03	Dot color reflects configurable thresholds
ADM	Z — Dashboard Health Strip	ADM-TC-Z04	Clicking an indicator navigates to its detail page
ADM	Z — Dashboard Health Strip	ADM-TC-Z05	Failed Payouts deep-link pre-filters to failed
ADM	Z — Dashboard Health Strip	ADM-TC-Z06	Thresholds tunable via /config (health) without code change
ADM	Z — Dashboard Health Strip	ADM-TC-Z07	Dashboard embeds Action Center below the strip
ADM	Z — Dashboard Health Strip	ADM-TC-N2	Financial audit journal viewable per trade
SUB	A — Plans & Comparison	SUB-TC-A01	Subscription Plans screen — Free vs Kids Club+ cards
SUB	A — Plans & Comparison	SUB-TC-A02	Plan Comparison table — feature-by-feature + POPULAR badge
SUB	A — Plans & Comparison	SUB-TC-A03	Dynamic pricing & fees pulled from admin config
SUB	A — Plans & Comparison	SUB-TC-A04	"Current plan reflected (button disabled / ""Current Plan"")"
SUB	A — Plans & Comparison	SUB-TC-A05	Kids Club+ Overview screen by subscription status
SUB	B — Start Trial & Payment 🔴 (retired — web-first)	SUB-TC-B01	🔴 RETIRED — in-app payment removed; web-first → SUB-TC-N01/N02 + Web Subscription Purchase E2E (QA Task 20)
SUB	B — Start Trial & Payment 🔴 (retired — web-first)	SUB-TC-B02	🔴 RETIRED — in-app payment screen removed; coverage → Web Subscription Purchase E2E (QA Task 20)
SUB	B — Start Trial & Payment 🔴 (retired — web-first)	SUB-TC-B03	🔴 RETIRED — in-app Success screen removed; coverage → Web Subscription Purchase E2E (QA Task 20)
SUB	B — Start Trial & Payment 🔴 (retired — web-first)	SUB-TC-B04	🔴 RETIRED — in-app trial-gating removed; server-side trial config → QA Task 20 finding F-3
SUB	B — Start Trial & Payment 🔴 (retired — web-first)	SUB-TC-B05	🔴 RETIRED — in-app trial-disabled alert removed; coverage → QA Task 20 finding F-3
SUB	B — Start Trial & Payment 🔴 (retired — web-first)	SUB-TC-B06	🔴 RETIRED — ContinueKidsClub is deep-link-only; see SUB-TC-N03–N06
SUB	B — Start Trial & Payment 🔴 (retired — web-first)	SUB-TC-B07	🔴 RETIRED — referral bonus-loss warning on removed Subscription Choice; see SUB-TC-N03
SUB	B — Start Trial & Payment 🔴 (retired — web-first)	SUB-TC-B08	🔴 RETIRED — in-app trial-limit CTA removed; config reflection → SUB-TC-R05
SUB	B — Start Trial & Payment 🔴 (retired — web-first)	SUB-TC-B09	🔴 RETIRED — in-app Stripe sheet removed; checkout UX → QA Task 20 scope 2
SUB	B — Start Trial & Payment 🔴 (retired — web-first)	SUB-TC-B10	🔴 RETIRED — in-app decline handling removed; checkout decline → QA Task 20 scope 2
SUB	B — Start Trial & Payment 🔴 (retired — web-first)	SUB-TC-B11	🔴 RETIRED — in-app saved-card resub removed; cards on file → Group M
SUB	B — Start Trial & Payment 🔴 (retired — web-first)	SUB-TC-B12	🔴 RETIRED — in-app payment network-error path removed; → QA Task 20 scope 2
SUB	B — Start Trial & Payment 🔴 (retired — web-first)	SUB-TC-B13	🔴 RETIRED — in-app Apple/Google Pay removed; web wallet-pay → QA Task 20 scope 2
SUB	C — Manage & Cancel	SUB-TC-C01	My Subscription screen — paid member view
SUB	C — Manage & Cancel	SUB-TC-C02	My Subscription quick menu (Billing / Payment / Help)
SUB	C — Manage & Cancel	SUB-TC-C03	Manage Kids Club+ — status, next billing, days remaining
SUB	C — Manage & Cancel	SUB-TC-C04	"Cancel flow — retention screen ""Keep My Benefits"""
SUB	C — Manage & Cancel	SUB-TC-C05	Cancel reason modal + final confirmation
SUB	C — Manage & Cancel	SUB-TC-C06	Cancelled subscription stays active until period end
SUB	C — Manage & Cancel	SUB-TC-C07	Auto-renew toggle / update payment method
SUB	C — Manage & Cancel	SUB-TC-C08	Manage Kids Club+ free/no-subscription state
SUB	C — Manage & Cancel	SUB-TC-C09	Manage Kids Club+ expired state
SUB	C — Manage & Cancel	SUB-TC-C10	My Subscription free-user state
SUB	C — Manage & Cancel	SUB-TC-C11	"My Subscription ""Learn More"" link"
SUB	C — Manage & Cancel	SUB-TC-C12	"My Subscription ""Member Since"" value (latent bug)"
SUB	D — Renewal, Grace & Expiry	SUB-TC-D01	Grace period banner + SP wallet frozen warning
SUB	D — Renewal, Grace & Expiry	SUB-TC-D02	🔴 RETIRED — in-app re-subscribe payment removed; web-first → SUB-TC-N01/N02 + Web E2E
SUB	D — Renewal, Grace & Expiry	SUB-TC-D03	Subscription Expired screen — benefits lost + Renew
SUB	D — Renewal, Grace & Expiry	SUB-TC-D04	🔴 RETIRED — in-app renewal payment removed; web-first → SUB-TC-N01/N02 + Web E2E
SUB	D — Renewal, Grace & Expiry	SUB-TC-D05	Reactivate from cancelled state
SUB	D — Renewal, Grace & Expiry	SUB-TC-D06	📦 moved to Fixture-Gated Backlog (clock/push fixture)
SUB	D — Renewal, Grace & Expiry	SUB-TC-D07	📦 moved to Fixture-Gated Backlog (clock/push fixture)
SUB	E — Billing History & Status	SUB-TC-E01	Billing History list — records, status badges, amounts
SUB	E — Billing History & Status	SUB-TC-E02	Billing History empty state
SUB	E — Billing History & Status	SUB-TC-E03	Failed charge shows error message
SUB	E — Billing History & Status	SUB-TC-E04	⏸ FIXTURE-GATED (push-payload) — Subscription Status screen diagnostics
SUB	F — Payout Settings (live surface) 🔄	SUB-TC-F01	Payout Settings hero — Available / Pending / Lifetime Earned (live)
SUB	F — Payout Settings (live surface) 🔄	SUB-TC-F02	Payout method section (add vs existing) — live
SUB	F — Payout Settings (live surface) 🔄	SUB-TC-F03	Payout history list (completed / pending) — live
SUB	F — Payout Settings (live surface) 🔄	SUB-TC-F04	Earnings figures (Available/Pending/Lifetime) + history net/fee — live
SUB	F — Payout Settings (live surface) 🔄	SUB-TC-F05	Payout history empty state — live
SUB	F — Payout Settings (live surface) 🔄	SUB-TC-F06	Pending earnings figure follows admin release timing — live
SUB	F — Payout Settings (live surface) 🔄	SUB-TC-F07	Payout load error + recovery — live
SUB	F — Payout Settings (live surface) 🔄	SUB-TC-F08	Payout history Load More pagination (+5) — live
SUB	G — Payout Methods & Verification	SUB-TC-G01	Add Stripe Connect payout method (onboarding)
SUB	G — Payout Methods & Verification	SUB-TC-G02	🚫 N/A — PayPal/Venmo unconfigured provider (UI lists, not drivable)
SUB	G — Payout Methods & Verification	SUB-TC-G03	🚫 N/A — Bank ACH unconfigured / no UI option
SUB	G — Payout Methods & Verification	SUB-TC-G04	Set primary method / delete method (confirmation)
SUB	G — Payout Methods & Verification	SUB-TC-G05	Unverified method blocks payout (live: cannot set primary / withdraw)
SUB	G — Payout Methods & Verification	SUB-TC-G06	"requires_action payout → ""Set Up Payout Method"""
SUB	G — Payout Methods & Verification	SUB-TC-G07	"Payout Settings — ""Edit Details"" sheet"
SUB	G — Payout Methods & Verification	SUB-TC-G08	"""Cannot Delete Primary/Only Method"" guard"
SUB	G — Payout Methods & Verification	SUB-TC-G09	"""Cannot Set as Primary"" (unverified) guard"
SUB	G — Payout Methods & Verification	SUB-TC-G10	Payout history Load More
SUB	G — Payout Methods & Verification	SUB-TC-G11	NoMethodModal flow
SUB	H — Request & Withdraw 🔄 (live)	SUB-TC-H01	Withdraw Now — no-balance guard (amount entry removed)
SUB	H — Request & Withdraw 🔄 (live)	SUB-TC-H02	WithdrawModal summary — Available / Payout Fee / You'll Receive
SUB	H — Request & Withdraw 🔄 (live)	SUB-TC-H03	Confirm Withdrawal success
SUB	H — Request & Withdraw 🔄 (live)	SUB-TC-H04	Withdraw blocked when no verified primary method
SUB	H — Request & Withdraw 🔄 (live)	SUB-TC-H05	Withdraw Now from Payout Settings hero (verified template)
SUB	H — Request & Withdraw 🔄 (live)	SUB-TC-H06	Admin minimum withdrawal blocks full-balance requests below the floor
SUB	H — Request & Withdraw 🔄 (live)	SUB-TC-H07	Minimum withdrawal disabled when config = 0
SUB	I — SP Wallet Balance & Earn	SUB-TC-I01	SP Wallet hero balance + lifetime stats
SUB	I — SP Wallet Balance & Earn	SUB-TC-I02	Quick actions (Shop / Sell / History)
SUB	I — SP Wallet Balance & Earn	SUB-TC-I03	How to Earn SP section + Learn More
SUB	I — SP Wallet Balance & Earn	SUB-TC-I04	SP expiration info + expiring-soon alert
SUB	I — SP Wallet Balance & Earn	SUB-TC-I05	Wallet warning banner by state (active/grace/expired)
SUB	I — SP Wallet Balance & Earn	SUB-TC-I06	Free user SP wallet inactive state
SUB	I — SP Wallet Balance & Earn	SUB-TC-I07	"SP Wallet — ""Reserved in trades"" card"
SUB	I — SP Wallet Balance & Earn	SUB-TC-I08	"SP Wallet — ""Wallet Not Found"" error"
SUB	I — SP Wallet Balance & Earn	SUB-TC-I09	SP Wallet — pending-release summary note
SUB	J — SP Transaction History	SUB-TC-J01	SP History tabs (All / Earned / Spent)
SUB	J — SP Transaction History	SUB-TC-J02	Transaction rows — type icon, label, signed amount
SUB	J — SP Transaction History	SUB-TC-J03	Empty state per tab
SUB	J — SP Transaction History	SUB-TC-J04	Pull-to-refresh updates ledger
SUB	K — Transaction / Billing History (Profile)	SUB-TC-K01	Transaction History list + status badges
SUB	K — Transaction / Billing History (Profile)	SUB-TC-K02	Transaction History empty + error/retry
SUB	L — Webhooks & Reconciliation 🔄	SUB-TC-L01	Renewal webhook → billing + member state — **LIVE PASS** (QA Task 21: real test-clock renewal advanced `current_period_end` + wrote `billing_history` row)
SUB	L — Webhooks & Reconciliation 🔄	SUB-TC-L02	Payment-failed webhook → retry/grace — **PARTIAL** (mechanism live-subscribed; no live failing-renewal fixture driven)
SUB	L — Webhooks & Reconciliation 🔄	SUB-TC-L03	Invalid webhook signature rejected — **PARTIAL** (source+deployed parity; negative-signature POST not driven)
SUB	L — Webhooks & Reconciliation 🔄	SUB-TC-L04	Duplicate webhook delivery idempotent — **LIVE PASS** (QA Task 21: 4 webhook events → ONE `subscriptions` + ONE `subscription_events` row)
SUB	L — Webhooks & Reconciliation 🔄	SUB-TC-L05	Payout-status webhook updates seller payout history (payout domain)
SUB	M — Payment Methods (Card on File)	SUB-TC-M01	Payment Methods — loading state
SUB	M — Payment Methods (Card on File)	SUB-TC-M02	Empty state + Add Payment Method (Stripe sheet)
SUB	M — Payment Methods (Card on File)	SUB-TC-M03	Saved-card display + security banner
SUB	M — Payment Methods (Card on File)	SUB-TC-M04	Update Payment Method
SUB	M — Payment Methods (Card on File)	SUB-TC-M05	Remove This Card (confirm + success)
SUB	M — Payment Methods (Card on File)	SUB-TC-M06	Go Back
SUB	M — Payment Methods (Card on File)	SUB-TC-M07	Backend contract — attach / detach / retryFailedPayment branches
SUB	N — Kids Club Join & Continue	SUB-TC-N01	JoinKidsClub value-prop + web CTA
SUB	N — Kids Club Join & Continue	SUB-TC-N02	JoinKidsClub web redirect (passitup.com)
SUB	N — Kids Club Join & Continue	SUB-TC-N03	Route-alias reachability (JoinKidsClub vs deep-link-only aliases)
SUB	N — Kids Club Join & Continue	SUB-TC-N04	ContinueKidsClub active-subscription variant
SUB	N — Kids Club Join & Continue	SUB-TC-N05	ContinueKidsClub loading state
SUB	N — Kids Club Join & Continue	SUB-TC-N06	ContinueKidsClub trial-ending urgency badge
